Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
C,5.333,23.853,0.107,64.4,137,0.014,0.120,0.020,-100.2,119.4,49.8,0,0,0,94,120.4,3982,65.6,19.8,3156,0.9,732,1.448,-5,8.46,0.052,120,50,142,6.62,5.38,1.4
C,5.333,23.960,0.252,61.4,132.8,0.032,0.140,0.060,-100.2,117,50.2,0,0,0,90,119.4,3982,66,18.44,3154,0.9,727.8,1.448,-5,8.44,0.042,120,50,142,6.64,5.38,1.36
C,5.320,24.053,0.243,66.4,140,0.084,0.060,0.040,-100.2,114.6,50.2,0,0,0,96,120,3982,66.6,20.22,3180,0.96,731.6,1.596,-5,8.44,0.05,120,50,142.6,6.6,5.38,1.5
C,5.313,24.047,0.267,64.8,137.8,0.062,0.060,0.020,-100.2,118.6,49.8,0,0,0,92,120.4,3980,65.4,17.12,3154,1,727,1.698,-5.2,8.48,0.042,120,50,142.6,6.62,5.36,1.54
C,5.313,23.913,0.263,63.8,137,0.084,0.300,0.020,-100.2,129,52.8,0,0,0,108,132,1010,66.2,23.08,736,1.72,0,3.49,-5.2,8.56,0.05,120,50,142.4,7.86,5.46,2.6
D,5.553,24.100,0.180,73.2,142.2,0.11,0.420,0.100,-100,123.4,50.2,0,0,0,80,120.2,3982,64.4,16.24,3158,1.74,725.4,3.538,-5.2,8.62,0.024,120,50,142.6,7.7,5.66,3.36
D,5.627,24.000,0.231,70.8,139.2,0.064,0.080,0.060,-100,127,39.2,0,0,0,62,115.2,2764,66.2,23.94,1018,1.74,0,3.54,-5.4,8.62,0.03,120,50,142.2,7.68,5.72,3.4
D,5.533,23.940,0.241,71.2,141.2,0.032,0.080,0.020,-100.2,121.4,50,0,0,0,82,121.2,3980,65.2,16.56,3050,1.8,741.6,3.688,-5.4,8.62,0.024,120,50,142,7.68,5.66,3.36
D,5.533,23.953,0.229,72.2,142.2,0.058,0.120,0.020,-100.2,122.8,49.8,0,0,0,76,118.6,3994,65.2,21.12,3086,1.8,728.6,3.688,-5.4,8.64,0.024,120,50,142.4,7.68,5.62,3.38
D,5.560,24.013,0.241,67.4,136,0.024,0.240,0.080,-100,118.4,49.8,0,0,0,74,92.6,3982,65.2,18.68,3164,1.78,709.6,3.638,-5.4,8.6,0.024,120,50,142.4,7.68,5.64,3.38
D,5.507,23.980,0.211,76.6,148.4,0.098,0.200,0.020,-100,119,50,0,0,0,84,121.4,3980,65.2,19.1,3052,1.78,733.6,3.638,-5.4,8.64,0.024,120,50,143.2,7.72,5.6,3.32
D,5.493,23.973,0.245,69.6,140.2,0.112,0.400,0.040,-100.2,121.2,46.2,0,0,0,88,116.4,3526,65.6,16.84,3070,1.76,603.2,3.588,-5.4,8.62,0.12,120,46,142.2,7.72,5.6,3.32
D,5.467,23.907,0.217,75.6,147.8,0.022,0.080,0.040,-100,119.2,46.2,0,0,0,78,119.6,3980,65.6,16.6,3010,1.78,729,3.638,-5.4,8.66,0.024,120,46,142.2,7.72,5.6,3.32
D,5.533,23.953,0.262,70.2,139.8,0.124,0.220,0.060,-100.2,124,46,0,0,0,78,120,3980,64.8,19.26,3028,1.78,726.4,3.638,-5.4,8.64,0.024,120,46,141.6,7.7,5.6,3.36
D,5.480,23.993,0.274,74.6,146.4,0.04,0.220,0.040,-100.2,112.2,46.2,0,0,0,74,117.6,3984,65,16.9,3050,1.78,724,3.638,-5.4,8.64,0.024,120,46,142.6,7.7,5.6,3.36
D,5.540,24.060,0.225,68.4,137.6,0.044,0.040,0.000,-100.2,122.4,46,0,0,0,78,119.2,3980,65.2,21.46,3046,1.78,732.4,3.638,-5.2,8.64,0.024,120,46,142,7.68,5.68,3.42
D,0.000,23.980,0.271,72.4,141.6,0.096,0.200,0.000,-100.2,126.2,45.4,0,0,0,102,117,3392,65.6,23.86,3202,1.72,590.4,3.49,-5,8.66,0.132,120,46,141.8,7.72,5.8,3.46
B,5.327,24.020,0.254,74,149.4,0.042,0.120,0.040,-100.2,112.6,45.8,0,0,0,98,120.6,3980,65.4,17.74,3052,0.92,725.8,1.498,-5,8.64,0.024,120,46,141.6,6.54,5.42,1.48
B,5.407,23.973,0.319,74.8,151.6,0.158,0.560,0.220,-100.2,121.2,50,0,0,0,94,118.6,4010,65.4,19.56,3208,0.92,739,1.498,-4.8,8.68,0.024,120,50,142.2,6.54,5.42,1.48
B,5.307,23.980,0.259,65.8,140.4,0.056,0.060,0.000,-100.2,120.8,50.4,0,0,0,102,117.8,4014,65.8,22.68,3248,0.86,731.2,1.348,-4.8,8.68,0.176,120,50,142,6.58,5.36,1.42
B,5.280,23.893,0.247,66.6,140.6,0.04,0.020,0.040,-100.2,121.6,49.8,0,0,0,102,120.2,4010,65.6,16.32,3188,0.88,727.4,1.398,-4.8,8.7,0.024,120,50,142.4,6.6,5.38,1.4
B,5.227,23.967,0.287,68.6,144.6,0.058,0.060,0.160,-100.2,117.2,50.2,0,0,0,98,120,4012,65.4,19.76,3180,0.9,731,1.448,-4.8,8.72,0.024,120,50,142.2,6.58,5.38,1.42
B,5.307,24.033,0.255,65.8,139,0.016,0.120,0.040,-100.2,110,50,0,0,0,98,120.4,3978,65.4,20.86,3162,0.92,729.8,1.498,-5,8.7,0.03,120,50,142.8,6.52,5.4,1.44
B,5.333,23.940,0.271,69,143,0.16,0.180,0.020,-100.2,116,49.8,0,0,0,98,119.4,3978,65.4,17.9,3168,0.92,733.2,1.498,-5.2,8.7,0.032,120,50,142.8,6.52,5.38,1.44
B,5.307,23.980,0.264,68,142.2,0.032,0.260,0.040,-100,120.2,46,0,0,0,98,119.4,3976,65.4,22,3030,0.94,726.4,1.548,-5.2,8.7,0.024,120,46,142.8,6.52,5.4,1.44
B,5.347,23.960,0.256,65.6,138.2,0.038,0.080,0.040,-100.2,126.8,45.8,0,0,0,94,118.6,3976,65.4,19.2,3026,0.96,723.6,1.596,-5.2,8.7,0.024,120,46,143,6.52,5.4,1.44
B,5.333,24.033,0.253,65,138.2,0.00800000000000001,0.040,0.020,-100.2,121.4,46.2,0,0,0,102,120.6,3978,66.2,19.1,3030,0.92,724,1.496,-5.2,8.7,0.034,120,46,142.4,6.5,5.38,1.42
B,5.340,23.853,0.275,67,141,0.072,0.220,0.040,-100.2,125.4,45.8,0,0,0,98,119.6,3984,66,17.3,3036,0.92,726.4,1.496,-5.2,8.7,0.032,120,46,142.6,6.5,5.38,1.42
B,5.307,23.793,0.259,71.6,147.6,0.022,0.260,0.060,-100,118.6,46.2,0,0,0,98,120.4,3978,66,22.88,3002,0.94,736.2,1.548,-5.2,8.72,0.024,120,46,143,6.5,5.38,1.42
B,5.327,24.087,0.279,72.4,147.2,0.04,0.180,0.040,-100,116.8,45.6,0,0,0,106,119.8,3980,66.2,17.92,2988,0.96,718.8,1.596,-5.2,8.64,0.024,120,46,142.4,6.52,5.38,1.48
A,5.433,0.000,0.129,66.4,136.8,0.048,0.360,0.080,-100.2,121,46,0,0,0,98,120.4,3980,65.2,22.1,3004,1.62,724.6,3.24,-5.2,8.64,0.024,120,46,142.8,7.18,5.5,3.08
A,5.427,23.987,0.255,67.4,138.4,0.064,0.120,0.040,-100.2,121.8,45.8,0,0,0,96,120,3980,65.2,23.02,2992,1.64,727,3.29,-5.2,8.62,0.024,120,46,142.2,7.18,5.5,3.08
A,5.480,24.107,0.241,65.4,135.2,0.044,0.300,0.000,-100.2,121.8,45.8,0,0,0,90,119.2,3980,65.2,17.48,3026,1.62,731,3.24,-5.2,8.7,0.024,120,46,142.6,7.18,5.5,3.08
A,5.440,24.020,0.235,65.2,135.8,0.014,0.180,0.040,-100.2,130.6,48.2,0,0,0,108,121.2,1004,66,18.48,40,1.56,0,3.092,-5.4,8.68,0.148,120,46,142.6,7.18,5.48,3.08
A,5.433,24.080,0.238,70.4,143,0.096,0.280,0.060,-100.2,121,46,0,0,0,80,119.6,4010,65.8,16.96,2996,1.66,735.6,3.34,-5.4,8.54,0.052,120,46,142,7.14,5.48,3.12
A,5.380,23.947,0.243,69.2,144.6,0.046,0.160,0.240,-100,119.8,46.2,0,0,0,96,120,4014,66,19.36,2998,1.6,731.4,3.192,-5.4,8.54,0.06,120,46,142.2,7.16,5.42,3.1
A,5.487,24.140,0.215,65.6,134.2,0.116,0.540,0.060,-100,120.8,45.8,0,0,0,90,119.6,4012,64.8,22.82,3000,1.6,735.4,3.19,-5.4,8.68,0.024,120,46,142.4,7.18,5.48,3.08
A,5.440,24.087,0.229,71,142.8,0.044,0.200,0.040,-100.2,118.8,46,0,0,0,94,119.8,4010,64.4,16.8,3040,1.56,732.8,3.092,-5,8.66,0.024,120,46,141,7.2,5.48,3.06
A,5.430,24.040,0.280,0,146.6,0.026,0.100,0.020,-100.2,114.2,45.8,0,0,0,90,120.4,4010,64.4,14.66,3046,1.56,729.2,3.092,-5,8.64,0.068,120,46,141.6,7.2,5.48,3.06
A,5.367,24.020,0.236,67.2,140.4,0.082,0.120,0.040,-100,115.4,46,0,0,0,104,119.4,4010,65.8,16.64,3044,1.64,741.8,3.29,-4.8,8.6,0.024,120,46,142,7.1,5.42,3.32
B,5.347,24.193,0.229,71.4,144,0.1,0.540,0.120,-100.2,114,46,0,0,0,94,120.2,4010,65.8,23.52,3042,0.92,735.8,1.496,-4.8,8.64,0.024,120,46,142,6.52,5.38,1.48
B,5.367,24.100,0.247,69.4,142.6,0.14,0.120,0.040,-100,119.8,46.2,0,0,0,92,120,4012,66.2,24.14,3050,0.92,732.4,1.496,-4.8,8.7,0.048,120,46,141.8,6.52,5.38,1.48
B,5.307,23.880,0.299,66.2,140.4,0.062,0.300,0.140,-100.2,119.2,46.6,0,0,0,98,117.4,4012,67.2,15.2,3022,0.82,760.2,1.248,-4.8,8.72,0.072,120,46,142.6,6.52,5.42,1.46
B,5.347,23.940,0.276,66.4,139,0.09,0.160,0.040,-100.2,129.6,49,0,0,0,100,118.2,2234,65.2,23.06,3036,0.82,456.8,1.248,-4.8,8.72,0.136,120,46,142,6.54,5.38,1.46
B,5.260,23.993,0.278,67.2,141,0.04,0.100,0.100,-100.2,119.4,46.2,0,0,0,94,119.8,4012,65,21.14,3048,0.92,731.8,1.498,-4.8,8.7,0.024,120,46,142.4,6.54,5.38,1.46
B,5.307,24.080,0.265,69,142.4,0.074,0.280,0.100,-100.2,130.4,48.8,0,0,0,130,120.2,1006,66,19.64,38,0.72,0,0.996,-5,8.76,0.154,120,46,142.4,6.56,5.42,1.48
B,5.327,23.947,0.301,65.2,138.6,0.028,0.120,0.020,-100.2,120,46.2,0,0,0,90,115.6,4016,65.2,14.16,3028,0.9,760.2,1.448,-5,8.76,0.086,120,46,141.8,6.56,5.38,1.44
B,5.407,24.093,0.209,65.6,136.4,0.02,0.280,0.060,-100,135.2,48.6,0,0,0,132,120.4,1006,66.6,18.9,38,0.84,0,1.298,-5,8.76,0.17,120,46,142,6.56,5.38,1.46
B,5.353,24.020,0.239,66.8,139.2,0.05,0.360,0.060,-100.2,118.4,46.2,0,0,0,96,120,4014,65.2,21.26,3030,0.94,735.4,1.548,-5,8.72,0.024,120,46,142,6.56,5.38,1.48
B,5.367,24.140,0.273,66,138,0.15,0.500,0.040,-100,124.4,46,0,0,0,100,120.8,4010,65,18,3030,0.96,730.8,1.598,-5.2,8.74,0.024,120,46,142.6,6.56,5.4,1.48
B,5.427,23.973,0.270,58.4,0,0.056,0.100,0.020,-100.2,126.4,46.6,0,0,0,122,122,1006,67,20.24,38,0.78,0,1.146,-5.2,8.78,0.25,120,46,142.4,6.56,5.38,1.48
B,5.407,24.133,0.266,61,132,0.134,0.520,0.080,-100.2,122,55.2,0,0,0,84,120.2,1006,65.2,22.68,3396,0.88,295.2,1.398,-5.2,8.76,0.05,120,46,142.6,6.56,5.42,1.48
B,5.313,23.967,0.285,65,138.2,0.03,0.100,0.020,-100.2,118,45.6,0,0,0,102,119.8,4020,65.4,16.24,3014,0.92,726.6,1.498,-5.2,8.72,0.066,120,46,142.4,6.54,5.44,1.48
B,5.313,24.053,0.276,64,136.6,0.066,0.220,0.060,-100.2,119.8,45.8,0,0,0,100,119.4,4016,65.2,20.72,3028,0.96,737.4,1.598,-5.2,8.72,0.032,120,46,142.2,6.56,5.4,1.46
B,5.320,23.960,0.290,64.2,137,0.092,0.040,0.000,-100,108.8,45.8,0,0,0,98,120,4016,65.6,18.44,3022,0.94,729.8,1.548,-5.2,8.76,0.112,120,46,142.6,6.56,5.38,1.46
B,5.333,24.093,0.219,64.8,136.8,0.068,0.100,0.040,-100,120.6,45.8,0,0,0,94,120.2,4014,65.2,16.5,2996,0.96,734.2,1.598,-5.2,8.76,0.024,120,46,141.4,6.54,5.38,1.48
B,5.327,23.953,0.277,64.2,137,0.00600000000000001,0.100,0.020,-100.2,118.6,46,0,0,0,94,120.2,4012,65.4,20.52,3032,0.94,730.6,1.548,-5.2,8.78,0.024,120,46,142,6.54,5.38,1.48
B,5.300,24.007,0.282,67,141.2,0.018,0.040,0.000,-100,117.8,46.4,0,0,0,96,119.2,4012,66,14.56,3046,0.94,749.2,1.548,-5.2,8.8,0.112,120,46,141.8,6.56,5.38,1.48
B,5.280,24.013,0.301,72.6,148.4,0.02,0.080,0.060,-100.2,116.8,46,0,0,0,94,120,4010,65.8,17.38,3026,0.94,735.6,1.548,-5.2,8.76,0.024,120,46,141.4,6.56,5.36,1.48
B,5.300,24.040,0.284,66.2,139.6,0.09,0.160,0.040,-100.2,117.8,45.8,0,0,0,102,121,4010,65,23.26,2970,0.92,724.2,1.498,-5,8.74,0.024,120,46,141.4,6.56,5.36,1.5
B,5.260,23.953,0.287,70,146,0.056,0.300,0.040,-100.2,117.6,45.8,0,0,0,96,121.4,4012,65,17.54,3020,0.94,720.8,1.548,-5,8.76,0.032,120,46,141.8,6.56,5.36,1.5
B,5.260,23.980,0.299,68.8,143.4,0.016,0.040,0.120,-100.2,118.8,45.8,0,0,0,92,120,4010,65,18.42,3000,0.94,731,1.548,-5,8.74,0.024,120,46,141.8,6.56,5.36,1.5
B,5.280,23.973,0.169,67.4,142.2,0.058,0.200,0.000,-100.2,132.4,46,0,0,0,98,117,4010,65.2,21.46,3036,0.9,761,1.448,-5,8.76,0.024,120,46,142,6.58,5.36,1.46
B,5.300,24.000,0.256,64.2,138,0.094,0.040,0.140,-100.2,131.4,45.8,0,0,0,94,120.2,4010,65,20.82,3036,0.88,732.8,1.398,-5,8.74,0.024,120,46,142.2,6.56,5.4,1.46
0,5.293,23.953,0.237,67.4,141.4,0.146,0.020,0.060,-100.2,131.4,45.8,0,0,0,106,120,4014,67.4,13.88,3040,1.08,724,1.896,-5,8.84,0.164,120,46,142.6,8.62,5.44,1.82
D,5.427,24.320,0.096,67.6,138.8,0.012,0.040,0.020,-100,119.4,45.8,0,0,0,82,120.4,4016,66.2,20.12,3032,1.66,728.8,3.34,-5,8.82,0.024,120,46,142.6,7.72,5.6,3.28
D,5.593,23.960,0.227,71.8,141.4,0.014,0.200,0.080,-100.2,118,45.8,0,0,0,78,118.2,4012,64.8,16.86,3006,1.68,745.8,3.39,-5,8.78,0.024,120,46,142.8,7.72,5.64,3.28
D,5.553,23.987,0.239,70.2,140,0.056,0.260,0.060,-100,117.6,46,0,0,0,74,119,4012,64.4,21.4,3034,1.72,737.2,3.488,-5,8.8,0.024,120,46,142.2,7.72,5.64,3.3
D,5.487,24.013,0.293,73.6,144.6,0.028,0.140,0.060,-100.2,120.4,46.2,0,0,0,76,119.2,4012,65.2,20.08,3000,1.68,760.6,3.39,-5,8.8,0.032,120,46,143,7.72,5.6,3.28
D,5.460,23.927,0.312,69,140.4,0.106,0.200,0.040,-100.2,113.4,46,0,0,0,86,116.4,3748,65,21.86,3128,1.64,640,3.29,-5,8.8,0.088,120,46,142.6,7.72,5.6,3.32
D,5.473,24.047,0.253,66.4,136.6,0.064,0.080,0.020,-100.2,117.8,46,0,0,0,78,122.6,4012,64.8,21.84,2950,1.72,754.2,3.488,-5,8.82,0.026,120,46,142.6,7.72,5.58,3.32
A,5.293,24.013,0.234,69.6,144.4,0.166,0.420,0.060,-100.2,129,46.4,0,0,0,132,120,1008,66.8,16.98,38,1.46,0,2.844,-5,8.78,0.056,120,46,142.8,7.14,5.46,3.04
A,5.360,23.960,0.251,68.2,141.6,0.062,0.140,0.000,-100,114.8,46,0,0,0,96,119.6,4010,64.8,16.46,2972,1.62,731.6,3.24,-5,8.74,0.024,120,46,142,7.14,5.48,3.18
A,5.327,23.907,0.240,66.6,139,0.022,0.100,0.140,-100,130.2,45.8,0,0,0,78,125.2,4010,65,18.7,2936,1.62,748.4,3.19,-4.8,8.76,0.032,120,46,142.6,7.14,5.5,3.18
A,5.380,24.073,0.281,68.4,141.8,0.1,0.240,0.040,-100.2,111.8,46,0,0,0,74,120,4010,64.4,16.8,2980,1.7,732.6,3.438,-5,8.76,0.024,120,46,142.4,7.08,5.48,3.26
A,5.373,23.933,0.259,71.4,144.8,0.112,0.080,0.020,-100.2,128.8,55.8,0,0,0,0,125,1008,72.6,17.94,672,1.2,0,2.204,-5,8.62,0,120,46,142.8,7.12,5.54,3.18
A,5.420,23.893,0.247,69.2,141.2,0.028,0.060,0.000,-100.2,119.2,46,0,0,0,106,119.4,4014,66.2,22.42,2962,1.6,730.6,3.192,-4.8,8.52,0.04,120,46,142.2,7.12,5.58,3.16
A,5.333,23.980,0.266,69.4,143.2,0.036,0.240,0.020,-100.2,115.4,45.8,0,0,0,114,120.4,4022,67,18.48,2964,1.58,720.6,3.142,-4.8,8.6,0.074,120,46,141.8,7.12,5.5,3.16
D,5.487,24.020,0.203,69,139.4,0.046,0.080,0.020,-100.2,128.8,44.8,0,0,0,108,120.6,1008,72.6,21.52,38,1.5,0,2.954,-4.8,8.78,0.25,120,46,142.4,7.7,5.6,3.28
D,5.567,24.040,0.261,69.6,139,0.062,0.120,0.120,-100.2,112.8,46.2,0,0,0,74,121.6,4010,65.2,17.76,2978,1.68,731.2,3.39,-4.6,8.76,0.024,120,46,142.4,7.7,5.6,3.28
D,5.427,23.913,0.274,73.4,144.6,0.054,0.340,0.120,-100,116.6,46,0,0,0,76,120.2,4010,65.2,19.48,2988,1.68,733.8,3.39,-4.6,8.78,0.024,120,46,142.2,7.72,5.6,3.28
D,5.467,24.040,0.229,74.8,147,0.018,0.200,0.020,-100.2,131.4,46.2,0,0,0,78,120.8,4008,64.6,24.32,2986,1.66,732.6,3.34,-4.6,8.76,0.024,120,46,142.4,7.74,5.66,3.22
D,5.500,23.967,0.233,70.2,140.6,0.06,0.120,0.040,-100.2,132.8,45.8,0,0,0,76,120.2,4010,64.6,17.62,2984,1.68,731.4,3.39,-4.8,8.78,0.024,120,46,142.8,7.74,5.62,3.22
B,5.327,23.953,0.215,66.2,139.8,0.018,0.160,0.020,-100,134.8,46,0,0,0,102,119.8,4012,65.8,22.56,2988,0.9,737.2,1.448,-4.8,8.74,0.024,120,46,142.8,6.52,5.42,1.38
B,5.280,23.947,0.259,76.4,153,0.086,0.380,0.060,-100.2,122.6,46.2,0,0,0,100,120.2,4016,65.4,19.48,2990,0.9,730.4,1.448,-4.8,8.8,0.022,120,46,142.8,6.52,5.42,1.42
B,5.347,23.960,0.267,69,143.6,0.014,0.080,0.080,-100,121.4,46.2,0,0,0,94,120.2,4010,65.4,19.1,2998,0.92,732.8,1.498,-4.8,8.8,0.024,120,46,142.8,6.52,5.42,1.42
B,5.333,23.953,0.279,69.6,144.2,0.14,0.160,0.020,-100,124.2,46.2,0,0,0,100,120.4,4010,65.2,23.12,2994,0.92,732,1.498,-4.8,8.8,0.024,120,46,142.8,6.54,5.4,1.48
B,5.333,24.013,0.248,66,139,0.056,0.180,0.020,-100,116.6,46.2,0,0,0,98,120.4,4008,65.2,21.46,2986,0.9,737.8,1.448,-4.8,8.8,0.022,120,46,142.6,6.52,5.4,1.48
B,5.333,23.980,0.263,69.6,143.6,0.062,0.120,0.020,-100.2,119,46.2,0,0,0,96,121.2,4010,65.4,19.1,2984,0.94,736.8,1.548,-5,8.84,0.024,120,46,142.8,6.52,5.4,1.48
B,5.280,23.973,0.259,72.6,148.4,0.104,0.080,0.040,-100.2,119,45.8,0,0,0,102,119.8,4008,65.8,22.34,2970,0.94,724,1.548,-5,8.8,0.024,120,46,143,6.54,5.4,1.48
B,5.320,23.993,0.274,69.6,144.4,0.056,0.020,0.040,-100.2,118.2,45.8,0,0,0,98,119.8,4010,65.8,24.18,2948,0.94,736,1.548,-5,8.8,0.024,120,46,143,6.54,5.4,1.46
B,5.307,24.033,0.297,65.4,139,0.166,0.040,0.020,-100.2,120.6,45.8,0,0,0,94,119.8,4010,66,23.72,2974,0.94,735.4,1.548,-5.2,8.8,0.024,120,46,143.2,6.54,5.36,1.44
B,5.340,24.120,0.287,69.4,143,0.142,0.360,0.040,-100,118.4,46,0,0,0,98,120.4,4010,65.6,19.98,2950,0.94,732.8,1.548,-5.2,8.74,0.024,120,46,143,6.52,5.38,1.4
B,5.287,24.027,0.274,75,152,0.058,0.100,0.020,-100.2,121,45.8,0,0,0,98,120.2,4010,65.4,18.2,2930,0.96,731.6,1.596,-5.2,8.76,0.024,120,46,143,6.52,5.38,1.4
B,5.313,23.940,0.255,65.4,139.2,0.038,0.120,0.040,-100,123.6,46.2,0,0,0,96,120.6,4008,65.4,16.88,2984,0.96,731.4,1.596,-5.2,8.8,0.024,120,46,143.2,6.52,5.4,1.4
B,5.347,24.107,0.230,70,142.4,0.118,0.360,0.140,-100.2,132.4,46,0,0,0,100,119.8,4014,65.2,22.64,2966,0.98,732,1.648,-5.4,8.76,0.066,120,46,143.6,6.52,5.38,1.44
C,5.047,24.313,0.157,62.4,140.6,0.04,0.220,0.060,-100,125.8,39.8,0,0,0,96,120.2,1018,76,18.6,2372,0.78,0,1.162,-5.2,8.6,0,120,46,143,6.46,5.28,1.28
C,5.067,0.000,0.245,64.4,143,0,0.000,0.000,-100.2,120.6,46.2,0,0,0,106,119.4,3612,67.6,20.22,3078,0.88,677.8,1.398,-5.4,8.44,0.206,120,46,143,6.54,5.36,1.32
C,5.273,24.007,0.290,65.4,139.8,0.042,0.260,0.020,-100.2,117.4,45.8,0,0,0,92,119.6,3986,67.2,23.6,2944,0.94,739.2,1.548,-5.4,8.46,0.12,120,46,142.6,6.56,5.28,1.32
C,5.293,24.053,0.239,66.4,140.6,0.054,0.200,0.020,-100.2,122.6,46.2,0,0,0,96,119.8,3982,66.6,23.38,2990,0.98,728.6,1.646,-5.4,8.5,0.104,120,46,142.4,6.54,5.34,1.42
C,5.347,24.013,0.251,67,140.6,0.06,0.160,0.060,-100.2,117.8,46,0,0,0,92,120.4,3982,66.8,19.58,2984,0.98,729.2,1.646,-5.4,8.54,0.096,120,46,142.6,6.54,5.34,1.42
C,5.260,23.947,0.265,66.6,141.8,0.102,0.040,0.040,-100,124.8,46.4,0,0,0,106,118.8,3980,67.2,16.96,2978,0.96,733.4,1.596,-5.4,8.54,0.086,120,46,142.2,6.52,5.34,1.4
C,5.320,23.987,0.295,65.6,139.4,0.042,0.080,0.040,-100,117.8,46.2,0,0,0,96,121.4,3982,66.8,21.68,2980,0.98,723.2,1.646,-5.4,8.54,0.094,120,46,142.4,6.52,5.32,1.4
C,5.333,23.847,0.258,66.6,138.8,0.15,0.480,0.080,-100.2,117,46,0,0,0,94,120.4,3982,66.8,16.46,2968,0.98,730.2,1.646,-5.4,8.54,0.094,120,46,142,6.52,5.34,1.4
C,5.267,23.820,0.286,61.8,135.4,0.04,0.040,0.020,-100,117.2,46,0,0,0,92,120,4012,67,18.04,2974,0.9,739.4,1.448,-5.4,8.6,0.104,120,46,141.6,6.54,5.18,1.3
C,5.367,23.733,0.294,60.8,132.6,0.032,0.500,0.080,-100,116.8,45.8,0,0,0,110,120.4,4010,65.6,20.62,2948,0.94,730.2,1.548,-5.6,8.6,0.096,120,46,142.4,6.58,5.36,1.36
C,5.327,23.760,0.308,67.6,141.8,0.06,0.260,0.040,-100.2,128,45.6,0,0,0,120,119.8,4012,66.2,19.56,2954,0.92,714.4,1.496,-5.6,8.56,0.11,120,46,142.6,6.56,5.36,1.36
C,5.280,23.760,0.233,72,147.2,0.112,0.260,0.080,-100,118.8,46.2,0,0,0,110,119.8,3908,66.8,20.96,2990,0.98,719.8,1.646,-5.6,8.6,0.078,120,46,142.6,6.56,5.38,1.5
C,5.240,23.973,0.311,66.6,141.6,0.134,0.200,0.060,-100.2,119,46.2,0,0,0,96,120.8,3908,67.4,16.54,2992,0.86,713.2,1.348,-5.4,8.58,0.084,120,46,142.4,6.6,5.32,1.28
C,5.220,23.980,0.281,68.2,144.6,0.06,0.100,0.000,-100,115.6,46.2,0,0,0,114,120.8,3910,69,17.8,2994,0.96,732,1.598,-5.4,8.58,0.072,120,46,142,6.56,5.3,1.48
C,5.280,24.153,0.283,66.8,141.8,0.07,0.520,0.060,-100,127.8,46,0,0,0,82,109.2,1004,66.4,16.2,48,0.86,0,1.346,-5.2,8.56,0.098,120,46,142.2,6.52,5.34,1.26
C,5.373,24.027,0.255,67,139.8,0.084,0.440,0.040,-100,123.4,46,0,0,0,112,120,3908,66.6,18.66,2998,0.92,718.6,1.496,-5,8.62,0.068,120,46,142,6.52,5.38,1.44
C,5.340,24.093,0.232,71.2,144.6,0.172,0.480,0.080,-100.2,122.8,46,0,0,0,100,120,3938,66.4,19.1,3040,0.86,718.2,1.346,-5,8.6,0.094,120,46,143.2,6.54,5.36,1.32
C,5.373,23.987,0.222,65.8,137.6,0.07,0.060,0.020,-100.2,121.6,46,0,0,0,94,120,3938,66.6,19.6,3040,0.84,726.4,1.296,-5,8.6,0.1,120,46,143,6.54,5.34,1.32
C,5.353,23.967,0.263,71.6,148,0.106,0.380,0.220,-100.2,124.4,46,0,0,0,120,120.2,3940,66.6,17.4,3038,0.86,727.2,1.346,-5,8.64,0.068,120,46,142.6,6.56,5.42,1.38
C,5.367,24.040,0.267,68.2,140.8,0.07,0.200,0.040,-100,122,46,0,0,0,116,120,3980,66.2,17.68,3048,0.9,730,1.448,-5.2,8.6,0.072,120,46,142.6,6.56,5.4,1.36
C,5.387,24.080,0.234,67.4,139.8,0.032,0.060,0.020,-100,127.4,43.4,0,0,0,132,121.8,1006,0,19.46,38,0.74,0,1.08,-5.2,8.72,0,120,46,142,6.56,5.34,1.36
C,5.327,23.980,0.262,66,138.2,0.142,0.420,0.120,-100,117.4,46.2,0,0,0,96,120.2,3982,65.6,22.06,3032,0.84,718.4,1.298,-5.2,8.6,0.068,120,46,142.6,6.54,5.34,1.28
C,5.327,23.967,0.295,68.2,142,0.052,0.200,0.120,-100.2,116.8,46,0,0,0,92,120.4,3982,65.2,16.6,3016,0.92,728.8,1.498,-5.2,8.5,0.05,120,46,142.6,6.54,5.3,1.38
C,5.287,24.073,0.269,69.6,145.8,0.09,0.240,0.040,-100,114.4,46,0,0,0,88,120,3984,65.4,19.26,2996,0.92,729.8,1.498,-5.2,8.52,0.06,120,46,142,6.54,5.3,1.38
C,5.340,23.913,0.276,67.8,141.6,0.054,0.100,0.040,-100,116.4,45.8,0,0,0,98,119.4,3982,66.2,18.06,2946,0.86,728.4,1.348,-5.2,8.62,0.078,120,46,142.2,6.56,5.4,1.28
